PM Report,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Name: pfe     Start Time: 27-Oct-2019 00:15:00     End Time: 28-Oct-2019 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM Report,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
suspect,Date/Time,PM Source,Type,Current (mA) Minimum,Current (mA) Maximum,Current (mA) Average,Voltage (V) Minimum,Voltage (V) Maximum,Voltage (V) Average,PFE Return Current (mA) Minimum,PFE Return Current (mA) Maximum,PFE Return Current (mA) Average,PFE Station Ground Current (mA) Minimum,PFE Station Ground Current (mA) Maximum,PFE Station Ground Current (mA) Average,PFE Ocean Ground Voltage (V) Minimum,PFE Ocean Ground Voltage (V) Maximum,PFE Ocean Ground Voltage (V) Average,PFE Ocean Ground RES1 (mA) Minimum,PFE Ocean Ground RES1 (mA) Maximum,PFE Ocean Ground RES1 (mA) Average,PFE Ocean Ground RES2 (mA) Minimum,PFE Ocean Ground RES2 (mA) Maximum,PFE Ocean Ground RES2 (mA) Average,Converter Temperature (C) Minimum,Converter Temperature (C) Maximum,Converter Temperature (C) Average
,27/10/2019 19:30,T5.HHHH.PFE 1,G4,1000,1000,1000,5090,5092,5090,1000,1000,1000,0,1,0,12,12,12,992,993,992,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 19:30,T5.HHHH.PFE 1.Converter1,G4,1000,1000,1000,996,1001,999,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 19:30,T5.HHHH.PFE 1.Converter2,G4,999,1000,999,1088,1091,1089,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,43,46,44
,27/10/2019 19:30,T5.HHHH.PFE 1.Converter3,G4,999,1000,999,1067,1067,1067,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 19:30,T5.HHHH.PFE 1.Converter4,G4,999,1000,999,1002,1006,1002,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 19:30,T5.HHHH.PFE 1.Converter5,G4,999,1000,999,1002,1003,1002,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,43,46,44
,27/10/2019 19:45,B1.TTTT.PFE 1,G3,999,1001,999,483,485,483,996,1002,999,NO DATA,NO DATA,1,NO DATA,NO DATA,12,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
,27/10/2019 19:45,B1.TTTT.PFE 1.Converter1,G3,999,1000,999,270,271,270,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,28,29,28
,27/10/2019 19:45,B1.TTTT.PFE 1.Converter2,G3,999,1001,1000,265,267,265,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,37,39,37
,27/10/2019 19:45,T2.NNNN.PFE 1,G4,1000,1001,1000,5111,5114,5112,1000,1001,1000,0,1,0,12,12,12,990,992,991,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 19:45,T2.NNNN.PFE 1.Converter1,G4,999,1000,999,1040,1042,1040,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 19:45,T2.NNNN.PFE 1.Converter2,G4,999,1000,999,1051,1052,1051,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,43,42
,27/10/2019 19:45,T2.NNNN.PFE 1.Converter3,G4,1000,1000,1000,1023,1024,1023,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,43
,27/10/2019 19:45,T2.NNNN.PFE 1.Converter4,G4,1000,1001,1000,998,1000,999,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,43
,27/10/2019 19:45,T2.NNNN.PFE 1.Converter5,G4,1000,1000,1000,1071,1075,1072,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,43
,27/10/2019 19:45,T3.AAAA.PFE 1,G3,999,1001,1000,2502,2504,2502,995,1003,998,NO DATA,NO DATA,1,NO DATA,NO DATA,13,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
,27/10/2019 19:45,T3.AAAA.PFE 1.Converter1,G3,999,1000,999,1260,1261,1260,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,38,40,38
,27/10/2019 19:45,T3.AAAA.PFE 1.Converter2,G3,999,1000,999,1293,1294,1293,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,34,36,34
,27/10/2019 19:45,T4.UUUU.PFE 1,G4,998,1000,999,5222,5224,5222,998,1000,999,0,2,1,31,53,42,976,977,976,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 19:45,T4.UUUU.PFE 1.Converter1,G4,998,999,998,1759,1761,1759,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,43
,27/10/2019 19:45,T4.UUUU.PFE 1.Converter2,G4,998,999,998,1722,1724,1723,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,43
,27/10/2019 19:45,T4.UUUU.PFE 1.Converter3,G4,997,999,997,1794,1796,1795,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 19:45,T5.HHHH.PFE 1,G4,1000,1000,1000,5090,5091,5090,1000,1000,1000,0,1,0,11,12,11,991,993,992,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 19:45,T5.HHHH.PFE 1.Converter1,G4,1000,1000,1000,996,1001,998,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,46,44
,27/10/2019 19:45,T5.HHHH.PFE 1.Converter2,G4,999,1000,999,1087,1091,1089,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,45,48,46
,27/10/2019 19:45,T5.HHHH.PFE 1.Converter3,G4,999,1000,999,1066,1067,1066,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,44,48,46
,27/10/2019 19:45,T5.HHHH.PFE 1.Converter4,G4,999,1000,999,1002,1006,1003,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,44,48,46
,27/10/2019 19:45,T5.HHHH.PFE 1.Converter5,G4,999,1000,999,1001,1002,1001,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,44,48,47
,27/10/2019 20:00,B1.TTTT.PFE 1,G3,999,1001,999,483,485,483,997,1002,999,NO DATA,NO DATA,1,NO DATA,NO DATA,12,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
,27/10/2019 20:00,B1.TTTT.PFE 1.Converter1,G3,999,1000,999,270,271,270,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,28,30,28
,27/10/2019 20:00,B1.TTTT.PFE 1.Converter2,G3,999,1001,1000,265,267,266,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,37,39,37
,27/10/2019 20:00,T2.NNNN.PFE 1,G4,1000,1001,1000,5111,5113,5112,1000,1001,1000,0,1,0,12,13,12,990,992,991,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 20:00,T2.NNNN.PFE 1.Converter1,G4,999,1000,999,1040,1042,1040,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 20:00,T2.NNNN.PFE 1.Converter2,G4,999,1000,999,1050,1052,1051,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,43,42
,27/10/2019 20:00,T2.NNNN.PFE 1.Converter3,G4,1000,1001,1000,1023,1024,1023,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,43,44,43
,27/10/2019 20:00,T2.NNNN.PFE 1.Converter4,G4,1000,1001,1000,999,1000,999,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,43,44,43
,27/10/2019 20:00,T2.NNNN.PFE 1.Converter5,G4,999,1000,999,1071,1075,1072,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,41,43,42
,27/10/2019 20:00,T3.AAAA.PFE 1,G3,998,1003,1000,2502,2504,2502,983,1010,998,NO DATA,NO DATA,1,NO DATA,NO DATA,13,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
,27/10/2019 20:00,T3.AAAA.PFE 1.Converter1,G3,998,1002,999,1259,1261,1259,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,38,40,38
,27/10/2019 20:00,T3.AAAA.PFE 1.Converter2,G3,998,1002,999,1293,1295,1293,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,34,36,34
,27/10/2019 20:00,T4.UUUU.PFE 1,G4,998,1000,999,5223,5225,5223,998,1000,999,0,2,1,30,54,42,976,977,976,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 20:00,T4.UUUU.PFE 1.Converter1,G4,998,999,998,1759,1761,1759,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,43
,27/10/2019 20:00,T4.UUUU.PFE 1.Converter2,G4,998,999,998,1723,1725,1723,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 20:00,T4.UUUU.PFE 1.Converter3,G4,997,999,997,1795,1796,1795,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 20:00,T5.HHHH.PFE 1,G4,1000,1000,1000,5088,5090,5088,1000,1000,1000,0,1,0,12,12,12,992,993,992,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 20:00,T5.HHHH.PFE 1.Converter1,G4,1000,1000,1000,996,1000,998,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,43
,27/10/2019 20:00,T5.HHHH.PFE 1.Converter2,G4,999,1000,999,1089,1091,1089,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,46,44
,27/10/2019 20:00,T5.HHHH.PFE 1.Converter3,G4,999,1000,999,1067,1068,1067,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 20:00,T5.HHHH.PFE 1.Converter4,G4,999,1000,999,1002,1005,1002,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 20:00,T5.HHHH.PFE 1.Converter5,G4,999,1000,999,1001,1002,1001,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,46,44
,27/10/2019 20:15,B1.TTTT.PFE 1,G3,999,1001,999,483,485,483,997,1002,999,NO DATA,NO DATA,1,NO DATA,NO DATA,12,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
,27/10/2019 20:15,B1.TTTT.PFE 1.Converter1,G3,999,1000,999,270,271,270,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,28,29,28
,27/10/2019 20:15,B1.TTTT.PFE 1.Converter2,G3,999,1001,1000,265,267,266,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,37,39,37
,27/10/2019 20:15,T2.NNNN.PFE 1,G4,1000,1001,1000,5112,5113,5112,1000,1001,1000,0,1,0,12,13,12,990,992,991,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 20:15,T2.NNNN.PFE 1.Converter1,G4,999,1000,999,1040,1041,1040,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 20:15,T2.NNNN.PFE 1.Converter2,G4,999,1000,999,1051,1052,1051,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,42
,27/10/2019 20:15,T2.NNNN.PFE 1.Converter3,G4,1000,1001,1000,1023,1025,1023,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,42
,27/10/2019 20:15,T2.NNNN.PFE 1.Converter4,G4,1000,1001,1000,999,1000,999,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,43
,27/10/2019 20:15,T2.NNNN.PFE 1.Converter5,G4,999,1000,999,1071,1074,1072,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,42
,27/10/2019 20:15,T3.AAAA.PFE 1,G3,999,1001,1000,2502,2503,2502,995,1003,998,NO DATA,NO DATA,1,NO DATA,NO DATA,13,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
,27/10/2019 20:15,T3.AAAA.PFE 1.Converter1,G3,999,1000,999,1260,1261,1260,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,38,40,38
,27/10/2019 20:15,T3.AAAA.PFE 1.Converter2,G3,999,1000,999,1293,1294,1293,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,34,36,34
,27/10/2019 20:15,T4.UUUU.PFE 1,G4,998,1000,999,5224,5226,5225,998,1000,999,1,2,1,31,53,42,976,977,976,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 20:15,T4.UUUU.PFE 1.Converter1,G4,998,1000,998,1759,1761,1760,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 20:15,T4.UUUU.PFE 1.Converter2,G4,998,999,998,1723,1725,1724,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,43,44,43
,27/10/2019 20:15,T4.UUUU.PFE 1.Converter3,G4,997,999,997,1795,1797,1795,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 20:15,T5.HHHH.PFE 1,G4,1000,1000,1000,5088,5089,5088,1000,1000,1000,0,1,0,12,12,12,992,993,992,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 20:15,T5.HHHH.PFE 1.Converter1,G4,1000,1000,1000,996,1000,998,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,43,44,43
,27/10/2019 20:15,T5.HHHH.PFE 1.Converter2,G4,999,1000,999,1089,1090,1089,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,45,46,45
,27/10/2019 20:15,T5.HHHH.PFE 1.Converter3,G4,1000,1000,1000,1067,1068,1067,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,43,45,44
,27/10/2019 20:15,T5.HHHH.PFE 1.Converter4,G4,999,1000,999,1002,1005,1002,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,43,45,44
,27/10/2019 20:15,T5.HHHH.PFE 1.Converter5,G4,999,1000,999,1001,1002,1001,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,44,46,45
,27/10/2019 20:30,B1.TTTT.PFE 1,G3,999,1001,999,483,485,483,997,1002,999,NO DATA,NO DATA,1,NO DATA,NO DATA,12,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
,27/10/2019 20:30,B1.TTTT.PFE 1.Converter1,G3,999,1000,999,270,271,270,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,28,29,28
,27/10/2019 20:30,B1.TTTT.PFE 1.Converter2,G3,999,1001,1000,265,267,266,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,36,39,37
,27/10/2019 20:30,T2.NNNN.PFE 1,G4,1000,1001,1000,5110,5112,5111,1000,1001,1000,0,1,0,12,12,12,990,992,991,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 20:30,T2.NNNN.PFE 1.Converter1,G4,999,1000,999,1040,1042,1040,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 20:30,T2.NNNN.PFE 1.Converter2,G4,999,1000,999,1051,1052,1051,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,42
,27/10/2019 20:30,T2.NNNN.PFE 1.Converter3,G4,1000,1001,1000,1023,1024,1023,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,43
,27/10/2019 20:30,T2.NNNN.PFE 1.Converter4,G4,1000,1001,1000,999,1000,999,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 20:30,T2.NNNN.PFE 1.Converter5,G4,999,1000,999,1071,1074,1071,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,43,42
,27/10/2019 20:30,T3.AAAA.PFE 1,G3,999,1001,1000,2502,2503,2502,995,1003,998,NO DATA,NO DATA,1,NO DATA,NO DATA,13,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
,27/10/2019 20:30,T3.AAAA.PFE 1.Converter1,G3,999,1000,999,1259,1261,1259,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,38,40,38
,27/10/2019 20:30,T3.AAAA.PFE 1.Converter2,G3,999,1000,999,1292,1294,1293,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,34,36,34
,27/10/2019 20:30,T4.UUUU.PFE 1,G4,998,1000,999,5225,5227,5226,998,1000,999,0,2,1,30,54,42,976,977,976,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 20:30,T4.UUUU.PFE 1.Converter1,G4,998,1000,998,1760,1762,1760,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,43
,27/10/2019 20:30,T4.UUUU.PFE 1.Converter2,G4,998,999,998,1724,1726,1724,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,44,42
,27/10/2019 20:30,T4.UUUU.PFE 1.Converter3,G4,997,999,997,1796,1797,1796,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 20:30,T5.HHHH.PFE 1,G4,1000,1000,1000,5088,5089,5088,1000,1000,1000,0,1,0,11,12,11,992,993,992,0,0,0,NO DATA,NO DATA,NO DATA
,27/10/2019 20:30,T5.HHHH.PFE 1.Converter1,G4,1000,1000,1000,996,999,996,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,42,45,43
,27/10/2019 20:30,T5.HHHH.PFE 1.Converter2,G4,999,1000,999,1089,1091,1089,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,45,48,46
,27/10/2019 20:30,T5.HHHH.PFE 1.Converter3,G4,999,1000,999,1067,1067,1067,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,44,47,45
,27/10/2019 20:30,T5.HHHH.PFE 1.Converter4,G4,999,1000,999,1002,1006,1003,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,44,47,45
,27/10/2019 20:30,T5.HHHH.PFE 1.Converter5,G4,999,1000,999,1001,1002,1001,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,45,48,46
,27/10/2019 20:45,B1.TTTT.PFE 1,G3,999,1001,999,483,485,483,997,1002,999,NO DATA,NO DATA,1,NO DATA,NO DATA,12,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
,27/10/2019 20:45,B1.TTTT.PFE 1.Converter1,G3,999,1000,999,270,271,270,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,29,30,29
